,Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1796,1797,528458090,60,3,81.0,10411,0,-1.0,0,0,0,1,0,4,0,0,0,1,5,5,2007,2007,1,0,1,1,-1,0.0,3,2,0,3.0,2.0,-1,4,0.0,4,0.0,725.0,725.0,0,4,1,0,725,863,0,1588,0.0,0.0,3,0,3,1,3,8,0,0,-1.0,0,2007.0,0.0,2.0,561.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,7,2007,1,1,212109
1797,1798,528458120,60,3,75.0,9000,0,-1.0,0,0,0,0,0,4,0,0,0,1,8,5,2006,2006,1,0,1,1,-1,0.0,3,2,1,3.0,2.0,3,4,0.0,4,0.0,1088.0,1088.0,0,4,1,0,1088,871,0,1959,0.0,0.0,2,1,3,1,3,8,0,1,3.0,0,2006.0,1.0,3.0,1025.0,2.0,2.0,1,208,46,0,0,0,0,-1.0,-1,-1,0,12,2007,0,0,270000
1798,1799,528458130,60,3,75.0,9000,0,-1.0,0,0,0,0,0,4,0,0,0,1,8,5,2007,2007,1,0,3,4,-1,0.0,3,2,1,3.0,2.0,3,3,64.0,4,0.0,1120.0,1184.0,0,4,1,0,1184,1426,0,2610,0.0,0.0,2,1,4,1,4,11,0,1,3.0,1,2007.0,2.0,2.0,550.0,2.0,2.0,1,208,364,0,0,0,0,-1.0,-1,-1,0,8,2007,1,1,303477
1800,1801,528477020,20,3,84.0,11096,0,-1.0,0,0,0,0,0,4,0,0,0,0,8,5,2006,2006,1,0,1,1,-1,0.0,3,2,1,3.0,2.0,3,3,24.0,4,0.0,1632.0,1656.0,0,4,1,0,1656,0,0,1656,0.0,0.0,2,0,3,1,3,7,0,0,-1.0,0,2006.0,1.0,3.0,826.0,2.0,2.0,1,0,146,0,0,0,0,-1.0,-1,-1,0,7,2007,0,0,249700
1801,1802,528480020,60,3,84.0,10207,0,-1.0,0,0,0,0,0,4,0,0,0,1,7,6,2007,2007,1,0,1,1,-1,0.0,3,2,1,3.0,2.0,1,4,0.0,4,0.0,874.0,874.0,0,4,1,0,874,887,0,1761,0.0,0.0,3,0,3,1,3,7,0,0,-1.0,0,2007.0,2.0,2.0,578.0,2.0,2.0,1,144,105,0,0,0,0,-1.0,-1,-1,0,8,2007,1,1,227875
1802,1803,528480180,20,3,84.0,10440,0,-1.0,0,0,0,1,0,4,0,0,0,0,8,5,2007,2007,1,0,3,4,-1,0.0,4,2,1,3.0,2.0,2,4,0.0,4,0.0,1574.0,1574.0,0,4,1,0,1584,0,0,1584,0.0,0.0,2,0,2,1,4,6,0,1,3.0,0,2007.0,2.0,2.0,594.0,2.0,2.0,1,0,256,0,0,0,0,-1.0,-1,-1,0,5,2007,1,1,261329
1803,1804,528482010,20,3,100.0,11824,0,-1.0,1,0,0,1,0,4,0,0,0,0,8,5,2006,2006,1,0,1,1,2,298.0,3,2,1,3.0,2.0,3,4,0.0,4,0.0,1685.0,1685.0,0,4,1,0,1685,0,0,1685,0.0,0.0,2,0,2,1,3,5,0,1,3.0,0,2006.0,2.0,3.0,658.0,2.0,2.0,1,112,63,0,0,0,0,-1.0,-1,-1,0,4,2007,0,0,253000
1804,1805,528482030,60,3,85.0,10625,0,-1.0,0,0,0,0,0,4,0,0,0,1,6,5,2004,2004,1,0,1,1,2,353.0,3,2,1,3.0,2.0,3,4,0.0,4,0.0,1158.0,1158.0,0,4,1,0,1158,1285,0,2443,0.0,0.0,2,1,4,1,3,9,3,1,3.0,1,2004.0,1.0,3.0,744.0,2.0,2.0,1,193,127,0,0,0,0,-1.0,-1,-1,0,6,2007,0,0,265000
1805,1806,528482090,60,3,102.0,11143,0,-1.0,1,0,0,1,0,4,0,0,0,1,8,5,2004,2005,1,0,3,4,-1,0.0,3,2,1,3.0,2.0,1,4,0.0,4,0.0,1580.0,1580.0,0,4,1,0,1580,886,0,2466,0.0,0.0,3,0,4,1,3,8,0,1,3.0,0,2004.0,1.0,2.0,610.0,2.0,2.0,1,159,214,0,0,0,0,-1.0,-1,-1,0,12,2007,0,0,340000
1808,1809,531375140,20,6,60.0,12450,0,-1.0,0,0,0,0,0,10,4,0,0,0,5,5,2003,2004,1,0,1,1,2,126.0,3,2,1,3.0,2.0,1,3,729.0,4,0.0,365.0,1094.0,0,4,1,0,1094,0,0,1094,1.0,0.0,1,0,3,1,3,6,0,0,-1.0,3,2004.0,0.0,2.0,576.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,5,2007,0,0,149000
1809,1810,531376060,20,6,65.0,7441,0,-1.0,1,0,0,0,0,10,0,0,0,0,7,5,2006,2006,1,0,1,1,2,170.0,3,2,1,3.0,2.0,1,4,0.0,4,0.0,1461.0,1461.0,0,4,1,0,1486,0,0,1486,0.0,0.0,2,0,3,1,3,7,0,0,-1.0,0,2006.0,1.0,2.0,566.0,2.0,2.0,1,0,32,0,0,0,0,-1.0,-1,-1,0,6,2007,0,0,181000
1810,1811,531380110,60,6,70.0,8462,0,-1.0,1,0,0,0,0,10,0,0,0,1,6,5,1994,1994,1,0,4,5,2,105.0,3,3,1,3.0,3.0,1,3,814.0,4,0.0,114.0,928.0,0,4,1,0,936,785,0,1721,0.0,1.0,2,1,3,1,3,7,0,0,-1.0,0,1994.0,1.0,2.0,471.0,2.0,2.0,1,300,87,0,0,0,0,-1.0,-1,-1,0,7,2007,0,0,201000
1812,1813,531385070,20,6,65.0,8450,0,-1.0,0,0,0,0,0,10,0,0,0,0,7,5,2000,2001,1,0,1,1,2,108.0,2,2,1,3.0,2.0,1,4,0.0,4,0.0,1349.0,1349.0,0,4,1,0,1349,0,0,1349,0.0,0.0,2,0,3,1,2,6,0,0,-1.0,0,2000.0,0.0,2.0,539.0,2.0,2.0,1,120,55,0,0,0,0,-1.0,2,-1,0,12,2007,0,0,179000
1814,1815,531451030,120,6,50.0,8012,0,-1.0,0,0,0,0,0,10,0,0,3,0,6,5,1992,1992,1,0,5,8,-1,0.0,3,2,1,3.0,2.0,1,3,430.0,4,0.0,1145.0,1575.0,0,3,1,0,1575,0,0,1575,1.0,0.0,2,0,2,1,3,5,0,0,-1.0,0,1992.0,1.0,2.0,529.0,2.0,2.0,1,0,0,52,0,0,0,-1.0,-1,-1,0,7,2007,0,0,179200
1815,1816,531451150,160,6,50.0,8012,0,-1.0,0,0,0,0,0,10,0,0,3,1,6,5,1980,1980,1,0,5,0,-1,0.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,630.0,630.0,0,4,1,0,630,636,0,1266,0.0,0.0,1,1,2,1,2,5,0,2,2.0,0,1980.0,1.0,1.0,283.0,2.0,2.0,1,340,0,0,0,0,0,-1.0,1,-1,0,7,2007,0,0,128000
1817,1818,531477040,90,5,60.0,8400,0,-1.0,0,0,0,0,0,10,1,0,2,0,5,5,1977,1977,1,0,5,0,2,320.0,2,2,4,-1.0,-1.0,-1,-1,0.0,-1,0.0,0.0,0.0,0,2,1,0,2020,0,0,2020,0.0,0.0,2,0,4,2,2,10,0,2,2.0,3,1977.0,0.0,2.0,630.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,10,2007,0,0,144000
1818,1819,532353120,20,6,64.0,6285,0,-1.0,0,0,0,0,0,11,0,0,0,0,5,5,1977,1977,1,0,5,0,-1,0.0,2,2,0,3.0,2.0,1,5,138.0,1,351.0,405.0,894.0,0,2,1,0,894,0,0,894,1.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1979.0,0.0,1.0,308.0,2.0,2.0,1,192,0,0,0,0,0,-1.0,-1,-1,0,3,2007,0,0,120750
1819,1820,532354010,20,6,80.0,8480,0,-1.0,0,0,0,1,0,11,0,0,0,0,5,6,1963,1963,0,0,4,5,-1,0.0,2,2,0,2.0,2.0,1,3,630.0,4,0.0,340.0,970.0,0,2,1,0,970,0,0,970,1.0,0.0,1,0,2,1,2,5,0,0,-1.0,3,1996.0,0.0,2.0,624.0,2.0,2.0,1,0,24,0,0,192,0,-1.0,-1,-1,0,7,2007,0,0,132500
1820,1821,532354060,20,6,70.0,7420,0,-1.0,0,0,0,0,0,11,0,0,0,0,5,5,1962,1962,0,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,1,417.0,4,0.0,640.0,1057.0,0,2,1,0,1057,0,0,1057,0.0,0.0,1,0,3,1,2,6,0,0,-1.0,3,1977.0,2.0,2.0,576.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,4,2007,0,0,132000
1822,1823,532376040,20,6,85.0,6970,0,-1.0,0,0,0,1,0,11,1,0,0,0,4,5,1961,1961,1,0,1,1,-1,0.0,2,2,0,2.0,2.0,1,2,932.0,4,0.0,108.0,1040.0,0,2,1,0,1120,0,0,1120,1.0,0.0,1,1,3,1,1,5,0,0,-1.0,0,1961.0,1.0,2.0,544.0,2.0,2.0,1,168,0,0,0,0,0,-1.0,-1,2,400,5,2007,0,0,129000
1823,1824,532376090,20,6,40.0,13673,0,-1.0,1,0,0,2,0,11,4,0,0,0,5,5,1962,1962,1,0,4,5,-1,0.0,2,3,0,2.0,2.0,1,4,0.0,4,0.0,1140.0,1140.0,0,2,1,0,1696,0,0,1696,0.0,0.0,1,1,3,1,2,8,3,1,2.0,0,1962.0,1.0,1.0,349.0,2.0,2.0,1,0,30,0,0,0,0,-1.0,-1,-1,0,3,2007,0,0,143900
1824,1825,532377050,20,6,84.0,7476,0,-1.0,0,0,0,1,0,11,0,0,0,0,5,7,1968,1968,1,0,4,5,-1,0.0,2,2,0,2.0,2.0,1,1,812.0,4,0.0,228.0,1040.0,0,2,1,0,1040,0,0,1040,1.0,0.0,1,1,3,1,2,5,0,0,-1.0,3,1991.0,2.0,2.0,686.0,2.0,2.0,1,188,0,0,0,0,0,-1.0,-1,-1,0,6,2007,0,0,145000
1829,1830,532479050,20,6,44.0,10751,0,-1.0,1,0,0,2,0,11,4,0,0,0,5,5,1974,1974,1,0,5,0,2,44.0,2,2,0,1.0,2.0,0,2,787.0,4,0.0,250.0,1037.0,0,2,1,0,1037,0,0,1037,1.0,0.0,1,0,2,1,2,5,0,0,-1.0,0,1974.0,1.0,2.0,431.0,2.0,2.0,1,136,47,0,0,0,0,-1.0,-1,-1,0,8,2007,0,0,129000
1831,1832,532479140,20,6,43.0,12712,0,-1.0,1,0,0,2,0,11,4,0,0,0,6,7,1973,2006,1,0,3,4,-1,0.0,2,2,0,3.0,2.0,2,2,968.0,4,0.0,76.0,1044.0,0,2,1,0,1055,0,0,1055,1.0,0.0,1,0,2,1,3,5,0,1,2.0,0,1973.0,1.0,2.0,542.0,2.0,2.0,1,455,0,0,0,0,0,-1.0,-1,-1,0,1,2007,0,3,147000
1833,1834,533130170,50,6,85.0,10678,0,-1.0,0,0,0,0,0,9,0,0,0,2,8,5,1992,2000,0,0,4,5,2,337.0,3,2,1,3.0,2.0,1,3,700.0,4,0.0,983.0,1683.0,0,4,1,0,2129,743,0,2872,0.0,0.0,2,1,4,1,3,9,0,1,2.0,0,1992.0,2.0,2.0,541.0,2.0,2.0,1,0,33,0,0,0,0,-1.0,-1,-1,0,4,2007,0,0,285000
1834,1835,533205110,120,3,45.0,4379,0,-1.0,1,0,0,3,0,4,0,0,3,0,8,5,2004,2004,1,0,6,7,-1,0.0,3,2,1,3.0,2.0,3,3,851.0,4,0.0,527.0,1378.0,0,4,1,0,1378,0,0,1378,1.0,0.0,2,0,2,1,3,6,0,1,3.0,0,2004.0,2.0,2.0,540.0,2.0,2.0,1,160,56,0,0,0,0,-1.0,-1,-1,0,7,2007,0,0,214000
1835,1836,533206060,120,3,80.0,3523,0,0.0,1,0,0,0,0,4,0,0,3,0,8,5,2006,2007,1,0,1,1,0,30.0,3,2,1,3.0,2.0,1,3,60.0,4,0.0,1081.0,1141.0,0,4,1,0,1151,0,0,1151,1.0,0.0,2,0,2,1,3,5,0,0,-1.0,0,2006.0,2.0,2.0,484.0,2.0,2.0,1,0,60,0,0,0,0,-1.0,-1,-1,0,2,2007,1,1,166000
1836,1837,533206070,120,3,32.0,3784,0,0.0,1,0,0,0,0,4,0,0,3,0,8,5,2006,2007,1,0,1,1,0,36.0,3,2,1,3.0,2.0,1,3,60.0,4,0.0,1451.0,1511.0,0,4,1,0,1565,0,0,1565,1.0,0.0,2,0,2,1,3,5,0,0,-1.0,0,2006.0,2.0,2.0,476.0,2.0,2.0,1,0,120,0,0,0,0,-1.0,-1,-1,0,2,2007,1,1,193800
1837,1838,533208010,120,3,47.0,4230,0,0.0,0,0,0,1,0,4,0,0,3,0,7,5,2006,2007,1,0,1,1,-1,0.0,3,2,1,4.0,3.0,1,4,0.0,4,0.0,1352.0,1352.0,0,4,1,0,1352,0,0,1352,0.0,0.0,2,0,2,1,3,5,0,1,3.0,0,2006.0,1.0,2.0,466.0,2.0,2.0,1,0,241,0,0,0,0,-1.0,-1,-1,0,4,2007,1,1,208900
1838,1839,533208020,120,3,40.0,3606,0,0.0,0,0,0,0,0,4,0,0,3,0,7,5,2006,2007,1,0,1,1,-1,0.0,3,2,1,4.0,3.0,1,3,937.0,4,0.0,415.0,1352.0,0,4,1,0,1352,0,0,1352,1.0,0.0,2,0,2,1,3,5,0,1,3.0,0,2006.0,1.0,2.0,466.0,2.0,2.0,1,0,241,0,0,0,0,-1.0,-1,-1,0,8,2007,1,1,194000
1841,1842,533208070,160,3,35.0,4251,0,0.0,1,0,0,0,0,4,0,0,3,1,7,5,2006,2007,1,0,6,7,-1,0.0,3,2,1,3.0,2.0,1,4,0.0,4,0.0,625.0,625.0,0,4,1,0,625,625,0,1250,0.0,0.0,2,1,2,1,3,5,0,0,-1.0,3,2006.0,1.0,2.0,528.0,2.0,2.0,1,0,54,0,0,0,0,-1.0,-1,-1,0,6,2007,1,1,164700
1842,1843,533213130,160,3,24.0,2280,0,0.0,0,0,0,0,0,4,0,0,4,1,6,5,1999,1999,1,0,6,7,2,342.0,2,2,1,3.0,2.0,1,3,565.0,4,0.0,179.0,744.0,0,3,1,0,757,744,0,1501,1.0,0.0,2,1,3,1,2,6,0,1,2.0,3,1999.0,0.0,2.0,440.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,9,2007,0,0,176500
1843,1844,533213140,160,3,34.0,3230,0,0.0,0,0,0,1,0,4,0,0,3,1,6,5,1999,1999,1,0,6,7,2,1129.0,2,2,1,3.0,2.0,1,3,419.0,4,0.0,310.0,729.0,0,3,1,0,729,729,0,1458,0.0,0.0,2,1,2,1,2,5,0,1,1.0,3,1999.0,0.0,2.0,440.0,2.0,2.0,1,0,32,0,0,0,0,-1.0,-1,-1,0,6,2007,0,0,176000
1845,1846,533221060,160,3,24.0,2117,0,-1.0,0,0,0,0,0,4,0,0,4,1,6,5,2000,2000,1,0,6,7,2,216.0,3,2,1,3.0,2.0,1,3,417.0,4,0.0,339.0,756.0,0,4,1,0,769,804,0,1573,0.0,0.0,2,1,3,1,3,4,0,0,-1.0,3,2000.0,0.0,2.0,440.0,2.0,2.0,1,0,32,0,0,0,0,-1.0,-1,-1,0,9,2007,0,0,177000
1848,1849,533236040,160,3,24.0,2645,0,0.0,0,0,0,0,0,4,0,0,4,1,8,5,1999,2000,1,0,6,7,2,456.0,3,2,1,3.0,2.0,1,4,0.0,4,0.0,776.0,776.0,0,4,1,0,764,677,0,1441,0.0,0.0,2,1,2,1,3,5,0,0,-1.0,3,1999.0,0.0,2.0,492.0,2.0,2.0,1,206,0,0,0,0,0,-1.0,-1,-1,0,11,2007,0,0,174000
1849,1850,533241030,60,3,66.0,7399,0,0.0,1,0,0,0,0,4,0,0,0,1,7,5,1997,1998,0,0,1,1,2,1600.0,3,2,1,3.0,2.0,1,0,649.0,4,0.0,326.0,975.0,0,4,1,0,975,975,0,1950,0.0,0.0,2,1,3,1,3,7,0,1,2.0,3,1997.0,1.0,2.0,576.0,2.0,2.0,1,0,10,0,0,198,0,-1.0,-1,-1,0,6,2007,0,0,239000
1850,1851,533242080,20,3,73.0,7321,0,0.0,1,0,0,0,0,4,0,0,0,0,7,5,1999,2000,1,0,3,4,-1,0.0,3,2,1,3.0,2.0,1,4,0.0,4,0.0,1339.0,1339.0,0,4,1,0,1358,0,0,1358,0.0,0.0,2,0,3,1,3,5,0,0,-1.0,3,1999.0,0.0,2.0,625.0,2.0,2.0,1,176,174,0,0,0,0,-1.0,-1,-1,0,12,2007,2,0,204000
1852,1853,533244040,60,3,106.0,8413,0,-1.0,1,0,0,0,0,4,0,0,0,1,8,5,1998,1998,1,0,1,1,-1,0.0,3,3,1,4.0,2.0,2,3,901.0,4,0.0,319.0,1220.0,0,4,1,0,1220,1142,0,2362,1.0,0.0,2,1,3,1,3,8,0,2,2.0,0,1998.0,1.0,2.0,1105.0,3.0,2.0,1,147,0,36,0,144,0,-1.0,-1,-1,0,6,2007,0,0,312500
1853,1854,533250190,120,6,50.0,9466,0,-1.0,2,0,0,3,0,25,0,0,3,0,8,5,1994,1995,1,0,0,3,-1,0.0,3,2,1,3.0,2.0,0,5,457.0,2,1037.0,0.0,1494.0,0,4,1,0,1494,0,0,1494,1.0,0.0,1,1,1,1,3,5,0,1,3.0,0,1994.0,2.0,2.0,478.0,2.0,2.0,1,0,30,0,0,217,0,-1.0,-1,-1,0,5,2007,0,0,279700
1854,1855,533251110,20,6,80.0,12000,0,-1.0,0,0,0,0,0,25,0,0,0,0,7,6,1980,1980,0,0,1,7,2,600.0,3,2,0,3.0,2.0,1,3,1732.0,4,0.0,270.0,2002.0,0,4,1,0,2362,0,0,2362,1.0,0.0,2,1,3,1,3,8,0,1,2.0,0,1980.0,1.0,2.0,546.0,3.0,2.0,1,180,16,0,0,0,0,-1.0,-1,-1,0,3,2007,0,0,255000
1856,1857,533252130,20,6,90.0,10768,0,-1.0,1,0,0,1,0,25,0,0,0,0,5,8,1976,2004,1,0,5,0,-1,0.0,3,3,0,3.0,2.0,0,2,1157.0,4,0.0,280.0,1437.0,0,2,1,0,1437,0,0,1437,1.0,0.0,2,0,3,1,3,6,0,1,1.0,0,1976.0,1.0,2.0,528.0,2.0,2.0,1,0,21,0,0,180,0,-1.0,-1,-1,0,7,2007,0,0,218000
1857,1858,533253180,120,6,40.0,3840,0,-1.0,1,0,0,0,0,12,0,0,3,0,8,6,1978,1998,1,0,2,0,-1,0.0,3,2,0,3.0,2.0,0,3,881.0,5,176.0,0.0,1057.0,0,2,1,0,1295,0,0,1295,1.0,0.0,1,0,1,1,3,4,0,2,2.0,0,1978.0,2.0,2.0,571.0,2.0,2.0,1,133,89,0,0,0,0,-1.0,-1,-1,0,7,2007,0,0,213750
1858,1859,533254100,80,6,80.0,9600,0,-1.0,0,0,0,3,0,25,1,0,0,4,6,7,1976,1994,0,0,5,0,2,360.0,3,3,0,2.0,2.0,1,4,0.0,4,0.0,528.0,528.0,0,4,1,0,1094,761,0,1855,0.0,0.0,2,1,3,1,2,7,0,1,2.0,0,1976.0,1.0,2.0,512.0,2.0,2.0,1,113,100,0,0,0,0,-1.0,-1,-1,0,8,2007,0,0,187000
1859,1860,533254130,20,6,80.0,9600,0,-1.0,0,0,0,3,0,25,1,0,0,0,6,8,1976,1976,1,0,6,7,-1,0.0,2,2,0,3.0,2.0,0,2,978.0,4,0.0,284.0,1262.0,0,4,1,0,1262,0,0,1262,0.0,1.0,2,0,3,1,2,6,0,1,2.0,0,1976.0,1.0,2.0,460.0,2.0,2.0,1,298,0,0,0,0,0,-1.0,-1,-1,0,5,2007,0,0,181500
1860,1861,533350020,20,6,94.0,17778,0,-1.0,1,0,0,0,0,25,0,0,0,0,8,5,1981,1981,0,0,0,3,-1,0.0,3,2,0,3.0,2.0,0,2,1632.0,1,829.0,0.0,2461.0,0,3,1,0,2497,0,0,2497,1.0,0.0,2,0,2,1,3,7,0,2,3.0,0,1981.0,1.0,2.0,676.0,2.0,2.0,1,266,0,0,0,0,0,-1.0,-1,-1,0,3,2007,0,0,373000
1863,1864,534125120,20,6,78.0,11700,0,-1.0,0,0,0,0,0,3,7,0,0,0,6,6,1968,1968,1,0,6,7,2,41.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,912.0,912.0,0,4,1,0,1152,0,0,1152,1.0,0.0,1,1,3,1,2,7,0,0,-1.0,0,1968.0,1.0,2.0,412.0,2.0,2.0,1,0,126,0,0,0,0,-1.0,-1,-1,0,9,2007,8,0,143450
1864,1865,534127080,60,6,80.0,8000,0,-1.0,0,0,0,0,0,3,6,0,0,1,6,6,1970,1970,1,0,1,1,2,525.0,2,2,0,2.0,2.0,1,1,915.0,4,0.0,93.0,1008.0,0,2,1,0,1403,1008,0,2411,1.0,0.0,2,1,4,1,2,8,0,1,0.0,0,1970.0,1.0,2.0,570.0,2.0,2.0,1,0,192,0,0,0,0,-1.0,-1,-1,0,6,2007,0,0,240050
1866,1867,534127260,20,6,130.0,11700,0,-1.0,0,0,0,1,0,3,0,0,0,0,6,5,1968,1968,1,0,4,5,2,196.0,2,2,1,3.0,2.0,1,2,910.0,4,0.0,385.0,1295.0,0,1,1,0,1295,0,0,1295,1.0,0.0,1,1,3,1,2,6,0,0,-1.0,0,1968.0,2.0,2.0,528.0,2.0,2.0,1,0,194,0,0,200,0,-1.0,-1,-1,0,4,2007,0,0,164000
1867,1868,534128090,20,6,108.0,11358,0,-1.0,1,0,0,1,0,3,0,0,0,0,7,7,1972,1987,0,0,2,2,-1,0.0,2,2,0,2.0,2.0,1,0,346.0,4,0.0,778.0,1124.0,0,2,1,0,1610,0,0,1610,0.0,0.0,2,0,3,1,3,8,0,1,2.0,0,1972.0,1.0,2.0,515.0,2.0,2.0,1,202,0,0,0,256,0,-1.0,-1,-1,0,5,2007,0,0,185000
1868,1869,534151090,20,6,80.0,9547,0,-1.0,0,0,0,0,0,3,0,0,0,0,7,6,1993,1993,1,0,1,1,2,112.0,2,2,1,3.0,2.0,1,4,0.0,4,0.0,1594.0,1594.0,0,4,1,0,1594,0,0,1594,0.0,0.0,2,0,2,1,3,6,0,1,2.0,0,1993.0,1.0,2.0,472.0,2.0,2.0,1,190,80,0,0,0,0,-1.0,-1,-1,0,7,2007,0,0,188500
1869,1870,534151180,60,6,78.0,10530,0,-1.0,0,0,0,0,0,3,0,0,0,1,7,6,1993,1993,1,0,6,7,2,194.0,3,2,1,3.0,2.0,1,3,819.0,4,0.0,329.0,1148.0,0,4,1,0,1091,984,0,2075,1.0,0.0,2,1,3,1,3,8,0,1,3.0,0,1993.0,0.0,2.0,473.0,2.0,2.0,1,235,86,0,0,0,0,-1.0,-1,-1,0,8,2007,0,0,255000
1871,1872,534176140,20,6,88.0,10738,0,-1.0,1,0,0,1,0,3,0,0,0,0,6,7,1966,1966,0,0,4,5,-1,0.0,2,2,0,2.0,2.0,1,2,792.0,4,0.0,301.0,1093.0,0,3,1,0,1093,0,0,1093,1.0,0.0,2,0,3,1,2,6,0,1,1.0,0,1966.0,1.0,2.0,484.0,2.0,2.0,1,224,0,0,0,0,0,-1.0,1,2,400,11,2007,0,0,158500
1872,1873,534177210,20,6,80.0,9600,0,-1.0,0,0,0,0,0,3,0,0,0,0,7,6,1973,1973,0,0,4,5,2,320.0,2,2,0,2.0,2.0,1,2,916.0,4,0.0,326.0,1242.0,0,1,1,0,1242,0,0,1242,0.0,0.0,1,1,3,1,2,6,0,1,2.0,0,1973.0,0.0,2.0,528.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,9,2007,0,0,175500
1873,1874,534178010,20,6,80.0,10800,0,-1.0,0,0,0,0,0,3,0,0,0,0,6,5,1963,1963,1,0,4,5,2,203.0,2,2,0,2.0,2.0,1,0,617.0,1,264.0,171.0,1052.0,0,2,1,0,1052,0,0,1052,1.0,0.0,1,0,3,1,2,6,0,0,-1.0,0,1963.0,2.0,1.0,311.0,2.0,2.0,1,0,133,0,0,0,0,-1.0,-1,-1,0,2,2007,2,0,127000
1874,1875,534201040,20,6,70.0,8050,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,6,1967,1993,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,2,474.0,0,38.0,437.0,949.0,0,2,1,0,1107,0,0,1107,1.0,0.0,1,0,3,1,3,5,0,0,-1.0,0,1967.0,1.0,1.0,308.0,2.0,2.0,1,88,64,0,0,0,0,-1.0,-1,-1,0,3,2007,0,0,127000
1876,1877,534204120,20,6,79.0,10289,0,-1.0,0,0,0,0,0,0,0,0,0,0,5,7,1965,1965,0,0,6,7,2,168.0,2,2,0,2.0,2.0,1,2,836.0,4,0.0,237.0,1073.0,0,2,1,0,1073,0,0,1073,1.0,0.0,1,1,3,1,2,6,0,0,-1.0,0,1965.0,1.0,2.0,515.0,2.0,2.0,1,0,0,0,0,0,0,-1.0,-1,-1,0,6,2007,0,0,156000
1882,1883,534275220,20,6,80.0,8892,0,-1.0,1,0,0,0,0,0,0,0,0,0,5,5,1960,1960,1,0,6,7,3,66.0,2,2,0,2.0,2.0,1,4,0.0,4,0.0,1065.0,1065.0,0,3,1,0,1065,0,0,1065,0.0,0.0,1,1,3,1,2,6,0,0,-1.0,3,1974.0,0.0,2.0,461.0,2.0,2.0,1,74,0,0,0,0,0,-1.0,-1,-1,0,7,2007,2,0,126500
1883,1884,534276070,80,6,65.0,10482,0,-1.0,0,0,0,0,0,0,0,0,0,4,6,8,1958,1958,0,0,1,1,2,63.0,2,3,0,2.0,2.0,3,3,507.0,4,0.0,81.0,588.0,0,4,1,0,1138,0,0,1138,0.0,1.0,1,0,3,1,2,6,0,0,-1.0,0,1958.0,1.0,1.0,264.0,2.0,2.0,1,224,0,0,0,0,0,-1.0,4,-1,0,6,2007,0,0,145000
1884,1885,534276160,20,6,70.0,7535,0,-1.0,1,0,0,0,0,0,0,0,0,0,5,7,1958,1985,1,0,6,7,-1,0.0,2,2,0,2.0,2.0,1,0,111.0,5,279.0,522.0,912.0,0,1,1,0,912,0,0,912,0.0,1.0,1,0,2,1,2,5,0,0,-1.0,0,1958.0,2.0,1.0,297.0,2.0,2.0,1,12,285,0,0,0,0,-1.0,4,2,480,6,2007,0,0,120000
1885,1886,534276180,20,6,74.0,7450,0,-1.0,1,0,0,0,0,0,0,0,0,0,5,5,1956,1956,0,0,2,2,-1,0.0,2,2,0,2.0,2.0,1,1,438.0,5,206.0,250.0,894.0,0,3,1,0,1074,0,0,1074,0.0,0.0,1,0,2,1,3,6,2,1,3.0,3,1966.0,0.0,2.0,396.0,2.0,2.0,1,0,72,0,0,0,0,-1.0,3,-1,0,1,2007,0,0,124000
