SalePrice,Overall Qual,Exter Qual,Gr Liv Area,Kitchen Qual,Garage Cars,Garage Area,Total Bsmt SF
136500,6,3,848,3,2.0,420.0,848.0
208900,6,2,1493,3,2.0,508.0,1478.0
185000,6,2,1838,2,3.0,721.0,1838.0
214000,7,3,1536,3,2.0,532.0,1536.0
208500,7,3,1710,3,2.0,548.0,856.0
186500,7,3,1445,3,2.0,470.0,1445.0
210000,7,3,1436,3,2.0,484.0,1436.0
185900,7,3,1582,3,2.0,520.0,770.0
179900,8,3,1234,3,2.0,484.0,1234.0
218836,7,3,1564,3,3.0,814.0,1564.0
193000,7,3,1361,3,2.0,610.0,1351.0
189000,7,3,1456,3,2.0,410.0,728.0
123000,5,2,1092,2,1.0,264.0,1092.0
147500,5,3,1256,2,1.0,276.0,1256.0
165000,5,2,1033,2,2.0,504.0,456.0
135000,6,2,1127,2,2.0,480.0,1127.0
137500,4,2,1181,2,2.0,588.0,1138.0
165400,7,3,1656,3,2.0,397.0,746.0
160500,6,2,1398,2,2.0,440.0,684.0
176000,4,2,1132,3,2.0,451.0,1132.0
160000,10,4,5642,4,2.0,1418.0,6110.0
148000,6,2,1072,2,2.0,525.0,547.0
99000,4,2,930,2,1.0,286.0,911.0
130500,5,2,1200,2,1.0,240.0,768.0
135000,4,2,1470,2,1.0,548.0,941.0
135500,5,2,1393,2,1.0,300.0,816.0
100000,4,2,1204,2,1.0,312.0,416.0
108000,4,2,1292,3,1.0,205.0,949.0
179500,5,2,2192,3,1.0,240.0,720.0
136500,6,2,1694,2,2.0,576.0,1181.0
168000,7,2,1424,2,1.0,312.0,1228.0
189000,5,2,2601,2,2.0,621.0,612.0
161900,6,2,1920,2,2.0,480.0,960.0
145000,6,2,1316,2,1.0,369.0,644.0
191000,6,2,2555,2,2.0,672.0,588.0
177000,6,2,1680,2,1.0,308.0,840.0
147500,6,2,1264,2,2.0,400.0,676.0
91000,6,2,790,2,1.0,160.0,768.0
231000,8,3,1512,3,1.0,180.0,798.0
115000,6,2,1639,2,1.0,240.0,1064.0
149000,7,2,1502,2,1.0,270.0,776.0
188700,6,2,1660,2,1.0,240.0,715.0
104000,6,2,1091,2,1.0,344.0,1091.0
257076,8,2,1873,2,2.0,786.0,608.0
263400,7,2,2161,3,2.0,506.0,832.0
236500,5,2,1898,2,2.0,484.0,1898.0
116500,6,2,1032,2,2.0,462.0,516.0
151000,6,2,1556,2,2.0,452.0,716.0
126000,6,2,919,2,1.0,195.0,894.0
120000,6,2,1090,2,1.0,240.0,720.0
120500,5,2,778,2,1.0,924.0,740.0
126000,5,1,1656,2,1.0,288.0,624.0
99500,5,2,912,2,1.0,360.0,520.0
165500,5,2,1955,2,1.0,356.0,1151.0
13100,1,1,733,1,2.0,487.0,0.0
89000,4,2,1361,2,1.0,185.0,173.0
40000,4,2,1317,2,1.0,250.0,649.0
80900,4,2,1049,2,1.0,195.0,356.0
81000,3,1,894,2,3.0,1248.0,894.0
65000,4,2,864,1,1.0,216.0,592.0
392500,8,4,1652,3,2.0,482.0,1600.0
294464,8,4,1648,4,2.0,525.0,1596.0
250000,7,3,1646,4,2.0,482.0,1594.0
275000,8,3,1646,3,2.0,482.0,1594.0
171000,6,2,1118,2,1.0,358.0,1096.0
171500,6,2,1279,2,2.0,473.0,1196.0
100000,5,2,1872,2,2.0,484.0,0.0
228500,4,2,1689,2,2.0,432.0,1680.0
241500,7,3,1501,3,2.0,512.0,1277.0
294000,8,3,1537,3,3.0,788.0,1518.0
293077,8,3,1646,3,3.0,800.0,1638.0
264966,8,3,1780,3,2.0,612.0,920.0
172500,5,2,1442,2,2.0,400.0,352.0
167500,5,2,1394,3,2.0,400.0,384.0
218689,7,3,1612,3,3.0,666.0,796.0
150000,6,2,1495,2,2.0,438.0,1495.0
184000,6,2,1651,2,2.0,616.0,1606.0
180000,6,3,1256,3,2.0,578.0,1256.0
175000,6,3,1509,3,2.0,600.0,1461.0
232500,8,3,1440,3,2.0,467.0,1432.0
305000,8,3,2262,3,3.0,749.0,1482.0
298751,8,3,1728,3,2.0,520.0,1884.0
370000,8,3,1964,3,3.0,892.0,1964.0
209200,7,2,1344,2,4.0,784.0,1344.0
206300,7,2,1344,2,4.0,784.0,1344.0
160500,6,2,1189,2,2.0,392.0,1189.0
173000,4,2,1200,2,3.0,850.0,1200.0
129500,5,2,1475,2,1.0,336.0,550.0
105000,4,2,988,2,1.0,297.0,526.0
94900,4,2,988,2,1.0,297.0,462.0
113000,5,2,988,2,2.0,520.0,988.0
128500,5,2,816,2,1.0,264.0,816.0
119500,5,2,923,2,1.0,264.0,876.0
130500,5,3,816,3,1.0,264.0,816.0
138000,5,2,816,2,2.0,816.0,816.0
134500,5,2,845,3,1.0,264.0,845.0
160000,6,2,1750,2,1.0,423.0,983.0
137500,5,2,889,2,2.0,484.0,864.0
167300,6,2,1587,2,2.0,525.0,1587.0
167000,7,2,1277,2,2.0,526.0,1277.0
244000,7,2,2223,2,2.0,516.0,2223.0
268000,8,3,2217,3,2.0,621.0,2217.0
169000,6,2,1600,2,2.0,460.0,916.0
161500,6,2,1384,2,2.0,390.0,384.0
251000,8,3,1652,4,2.0,499.0,1494.0
178750,7,3,1553,3,2.0,420.0,691.0
176000,7,2,1253,2,2.0,402.0,1237.0
204000,6,2,2299,2,2.0,482.0,938.0
154204,6,2,1128,2,2.0,480.0,1302.0
182000,8,3,1179,2,2.0,480.0,1166.0
212000,8,3,1321,3,2.0,484.0,1312.0
377426,9,3,1922,3,3.0,676.0,1922.0
349265,8,3,2541,4,3.0,729.0,1149.0
591587,9,4,2338,3,3.0,1110.0,2660.0
155000,5,2,1424,2,3.0,828.0,1100.0
319900,9,3,1612,4,2.0,556.0,1612.0
392000,8,3,1419,3,2.0,567.0,1419.0
441929,8,3,2234,3,2.0,724.0,2220.0
455000,10,4,2042,4,3.0,724.0,1742.0
178000,6,2,1868,2,2.0,477.0,585.0
176000,7,3,1479,3,2.0,484.0,725.0
213000,7,2,1664,3,2.0,663.0,1529.0
192000,7,2,1930,3,2.0,481.0,780.0
190000,7,2,1969,2,2.0,534.0,808.0
151500,6,2,1177,3,2.0,495.0,1153.0
197000,7,2,1725,2,2.0,550.0,539.0
192350,6,2,1353,2,2.0,478.0,1259.0
152000,5,2,1620,2,2.0,462.0,780.0
170000,6,2,1220,2,2.0,944.0,1625.0
175000,5,2,1484,2,2.0,487.0,1484.0
175000,6,3,1743,2,2.0,539.0,702.0
174000,7,2,1324,3,2.0,585.0,1228.0
178900,6,2,1877,2,2.0,488.0,1084.0
139000,5,2,1109,2,1.0,288.0,372.0
155000,5,2,1422,2,2.0,576.0,925.0
133000,5,2,914,4,1.0,368.0,914.0
119500,5,2,950,2,1.0,280.0,950.0
123000,4,2,872,2,4.0,480.0,858.0
120500,4,2,864,2,2.0,528.0,864.0
133000,7,2,767,2,1.0,367.0,723.0
155000,6,3,1337,3,2.0,511.0,1337.0
177000,6,3,1337,3,2.0,522.0,1405.0
113500,6,2,1092,2,1.0,264.0,525.0
113000,6,2,1218,2,1.0,264.0,672.0
113700,6,2,1218,4,1.0,264.0,672.0
106000,5,2,1302,2,2.0,440.0,630.0
122500,5,2,1365,2,2.0,440.0,765.0
155000,6,2,1548,3,2.0,440.0,804.0
142500,7,2,1055,2,1.0,319.0,1061.0
129250,5,2,988,2,1.0,360.0,988.0
356000,9,4,1816,4,3.0,730.0,1790.0
314813,9,4,1828,3,3.0,774.0,1822.0
318000,8,4,1694,3,3.0,818.0,1694.0
322400,8,3,1694,3,3.0,856.0,1694.0
318000,8,3,1734,4,3.0,928.0,1734.0
345474,8,3,2122,3,3.0,938.0,2108.0
415298,9,4,2121,4,3.0,732.0,2121.0
492000,9,4,2656,4,3.0,1040.0,1934.0
338931,8,3,2550,4,3.0,670.0,1108.0
450000,10,4,2046,4,3.0,878.0,1994.0
280000,7,3,2172,3,3.0,947.0,1063.0
479069,9,4,2552,4,3.0,932.0,2552.0
395000,8,3,1973,3,3.0,895.0,1935.0
380000,9,4,2643,4,3.0,694.0,2153.0
250000,8,3,1634,3,3.0,866.0,1626.0
440000,8,3,1976,3,3.0,908.0,1976.0
418000,9,3,2758,4,3.0,814.0,1704.0
500067,10,4,2290,4,3.0,1174.0,2320.0
260116,8,3,2152,3,2.0,728.0,1582.0
317000,8,3,2473,3,3.0,852.0,1143.0
319500,8,4,2100,4,3.0,786.0,918.0
325624,8,3,2161,4,3.0,789.0,1582.0
372000,9,4,1802,4,3.0,843.0,1802.0
342000,8,3,2956,4,3.0,916.0,1706.0
354000,8,3,2468,3,3.0,872.0,1136.0
350000,8,3,2385,3,3.0,818.0,1317.0
285000,8,3,2374,4,3.0,656.0,1181.0
245700,7,3,1614,3,3.0,878.0,1614.0
232698,8,3,1721,3,2.0,554.0,1721.0
250000,8,3,1828,3,3.0,876.0,1298.0
194700,6,3,1362,3,2.0,460.0,1362.0
204000,6,3,1302,3,2.0,631.0,1302.0
200000,6,3,1302,3,2.0,631.0,1302.0
207000,6,3,1362,3,2.0,460.0,1362.0
209500,8,3,1554,3,2.0,627.0,1554.0
209500,8,3,1554,3,2.0,627.0,1554.0
202500,8,3,1370,3,2.0,484.0,1370.0
280000,9,4,1577,4,2.0,564.0,1577.0
277500,9,4,1561,4,2.0,556.0,1561.0
318061,9,4,1869,4,2.0,617.0,1869.0
221370,8,3,1324,3,2.0,550.0,1324.0
200000,7,3,1405,3,2.0,478.0,1405.0
176000,6,3,1536,3,2.0,400.0,768.0
178900,6,3,1484,3,2.0,393.0,783.0
168165,7,2,1458,3,2.0,454.0,608.0
171925,6,3,1495,3,2.0,440.0,738.0
198444,6,3,1746,3,3.0,350.0,698.0
203000,6,2,1326,3,2.0,388.0,1326.0
179540,7,3,1456,3,2.0,400.0,728.0
176485,7,3,1302,3,2.0,436.0,1302.0
181134,7,3,1340,3,2.0,396.0,1340.0
156932,6,2,1412,3,2.0,432.0,616.0
166000,6,3,1504,3,2.0,440.0,752.0
177594,7,3,1456,3,2.0,400.0,728.0
173500,7,3,1258,3,2.0,462.0,1246.0
172500,7,3,1258,3,3.0,648.0,1258.0
194201,7,3,1402,3,3.0,648.0,1258.0
185485,7,3,1266,3,2.0,388.0,1266.0
259000,7,3,1530,3,3.0,630.0,1530.0
188500,7,3,1119,3,2.0,437.0,835.0
175000,7,3,1374,3,2.0,400.0,384.0
215000,7,3,1959,3,2.0,434.0,847.0
206580,7,3,1525,3,2.0,534.0,1510.0
183500,7,3,1720,3,2.0,440.0,840.0
211000,7,3,1948,3,2.0,434.0,847.0
175000,6,2,1647,2,2.0,460.0,953.0
170000,7,2,1430,2,2.0,400.0,384.0
187000,6,2,1690,2,2.0,442.0,915.0
185000,6,2,1644,2,2.0,460.0,941.0
745000,10,3,4476,4,3.0,813.0,2396.0
384500,8,3,2551,3,3.0,925.0,1779.0
410000,9,3,3078,3,3.0,806.0,1408.0
322500,8,3,2582,3,3.0,758.0,1389.0
252000,7,3,2385,3,3.0,600.0,1066.0
755000,10,4,4316,4,3.0,832.0,2444.0
269790,7,3,2013,2,2.0,455.0,1117.0
315750,7,3,2398,3,3.0,834.0,1379.0
290000,7,3,2520,3,3.0,721.0,1203.0
290000,8,3,2531,3,3.0,752.0,1318.0
263000,8,3,2202,3,2.0,517.0,1105.0
330000,8,3,2538,3,3.0,933.0,1325.0
213133,7,3,1369,3,2.0,605.0,1369.0
260261,8,3,1542,3,3.0,852.0,1542.0
320000,9,4,1905,4,3.0,788.0,1905.0
282922,8,3,1464,3,3.0,754.0,1485.0
215000,8,3,1534,3,2.0,484.0,1524.0
419005,10,4,1966,4,3.0,1092.0,1966.0
255000,8,3,1636,3,3.0,865.0,1623.0
147000,8,3,1795,3,3.0,895.0,1795.0
311872,7,4,1726,4,3.0,786.0,1726.0
248328,7,3,1689,3,3.0,954.0,1689.0
227000,8,3,1588,3,3.0,825.0,1588.0
260000,8,3,1538,3,2.0,484.0,1538.0
225000,8,3,1496,3,2.0,474.0,1496.0
249000,7,3,1506,3,2.0,672.0,1494.0
307000,8,3,1694,3,2.0,636.0,1686.0
250000,7,3,1977,3,3.0,574.0,982.0
221300,8,3,1830,3,3.0,859.0,1302.0
208900,8,3,1338,3,2.0,598.0,1338.0
210400,7,3,1335,3,2.0,575.0,1335.0
255000,8,3,1792,3,2.0,590.0,896.0
212109,5,3,1588,3,2.0,561.0,725.0
270000,8,3,1959,3,3.0,1025.0,1088.0
303477,8,3,2610,4,2.0,550.0,1184.0
249700,8,3,1656,3,3.0,826.0,1656.0
227875,7,3,1761,3,2.0,578.0,874.0
261329,8,4,1584,4,2.0,594.0,1574.0
253000,8,3,1685,3,3.0,658.0,1685.0
265000,6,3,2443,3,3.0,744.0,1158.0
340000,8,3,2466,3,2.0,610.0,1580.0
149000,5,3,1094,3,2.0,576.0,1094.0
181000,7,3,1486,3,2.0,566.0,1461.0
201000,6,3,1721,3,2.0,471.0,928.0
179000,7,2,1349,2,2.0,539.0,1349.0
179200,6,3,1575,3,2.0,529.0,1575.0
128000,6,2,1266,2,1.0,283.0,630.0
144000,5,2,2020,2,2.0,630.0,0.0
120750,5,2,894,2,1.0,308.0,894.0
132500,5,2,970,2,2.0,624.0,970.0
132000,5,2,1057,2,2.0,576.0,1057.0
129000,4,2,1120,1,2.0,544.0,1040.0
143900,5,2,1696,2,1.0,349.0,1140.0
145000,5,2,1040,2,2.0,686.0,1040.0
129000,5,2,1037,2,2.0,431.0,1037.0
147000,6,2,1055,3,2.0,542.0,1044.0
285000,8,3,2872,3,2.0,541.0,1683.0
214000,8,3,1378,3,2.0,540.0,1378.0
166000,8,3,1151,3,2.0,484.0,1141.0
193800,8,3,1565,3,2.0,476.0,1511.0
208900,7,3,1352,3,2.0,466.0,1352.0
194000,7,3,1352,3,2.0,466.0,1352.0
164700,7,3,1250,3,2.0,528.0,625.0
176500,6,2,1501,2,2.0,440.0,744.0
176000,6,2,1458,2,2.0,440.0,729.0
177000,6,3,1573,3,2.0,440.0,756.0
174000,8,3,1441,3,2.0,492.0,776.0
239000,7,3,1950,3,2.0,576.0,975.0
204000,7,3,1358,3,2.0,625.0,1339.0
312500,8,3,2362,3,2.0,1105.0,1220.0
279700,8,3,1494,3,2.0,478.0,1494.0
255000,7,3,2362,3,2.0,546.0,2002.0
218000,5,3,1437,3,2.0,528.0,1437.0
213750,8,3,1295,3,2.0,571.0,1057.0
187000,6,3,1855,2,2.0,512.0,528.0
181500,6,2,1262,2,2.0,460.0,1262.0
373000,8,3,2497,3,2.0,676.0,2461.0
143450,6,2,1152,2,2.0,412.0,912.0
240050,6,2,2411,2,2.0,570.0,1008.0
164000,6,2,1295,2,2.0,528.0,1295.0
185000,7,2,1610,3,2.0,515.0,1124.0
188500,7,2,1594,3,2.0,472.0,1594.0
255000,7,3,2075,3,2.0,473.0,1148.0
158500,6,2,1093,2,2.0,484.0,1093.0
175500,7,2,1242,2,2.0,528.0,1242.0
127000,6,2,1052,2,1.0,311.0,1052.0
127000,5,2,1107,3,1.0,308.0,949.0
156000,5,2,1073,2,2.0,515.0,1073.0
126500,5,2,1065,2,2.0,461.0,1065.0
145000,6,2,1138,2,1.0,264.0,588.0
120000,5,2,912,2,1.0,297.0,912.0
124000,5,2,1074,3,2.0,396.0,894.0
137500,5,2,964,2,2.0,784.0,964.0
117600,5,2,894,2,1.0,312.0,894.0
163500,7,2,1200,2,2.0,440.0,1174.0
161000,6,2,1042,2,2.0,440.0,1042.0
158000,6,2,1302,3,1.0,309.0,1302.0
224500,6,2,2154,2,2.0,539.0,845.0
150750,5,2,1327,3,2.0,624.0,1063.0
101800,4,2,1224,2,2.0,462.0,0.0
124000,6,2,932,3,1.0,306.0,932.0
138500,5,2,908,2,2.0,512.0,822.0
112000,5,2,808,2,1.0,308.0,808.0
165000,6,2,1977,2,2.0,540.0,816.0
144000,5,2,1150,2,1.0,288.0,1078.0
137000,5,2,1920,2,2.0,400.0,928.0
105000,5,2,1376,2,1.0,240.0,768.0
146500,5,2,1644,3,1.0,312.0,728.0
126000,5,2,1560,2,3.0,792.0,1560.0
158500,6,2,1254,2,2.0,525.0,1218.0
114500,5,2,912,2,1.0,275.0,912.0
144000,5,2,1524,2,1.0,315.0,874.0
141000,6,2,936,3,1.0,315.0,936.0
131000,5,2,1008,1,1.0,308.0,1008.0
142100,5,2,1053,3,2.0,692.0,1053.0
139000,5,2,1056,2,1.0,308.0,1056.0
157900,6,2,1442,2,1.0,301.0,1442.0
139400,5,2,1056,2,1.0,260.0,1056.0
150000,6,2,1244,2,1.0,336.0,1244.0
120000,5,2,1144,2,1.0,336.0,1144.0
174850,6,2,1721,2,2.0,464.0,1331.0
116000,5,2,922,2,1.0,308.0,922.0
135000,5,2,1048,2,1.0,286.0,1048.0
130000,5,2,1411,2,1.0,310.0,1204.0
129500,5,2,1216,2,1.0,336.0,1216.0
142000,5,2,1154,4,1.0,336.0,864.0
128600,5,2,1560,2,2.0,484.0,1560.0
125000,6,2,948,2,2.0,410.0,948.0
136000,6,2,1040,2,1.0,293.0,1040.0
134500,5,2,1008,3,1.0,240.0,1008.0
127000,5,2,925,3,1.0,252.0,925.0
130000,5,2,1360,2,2.0,572.0,384.0
115000,4,2,1540,1,1.0,352.0,1190.0
116900,5,2,925,2,1.0,390.0,923.0
132000,5,2,928,2,1.0,252.0,928.0
153000,4,2,1647,2,1.0,280.0,1105.0
135000,5,2,893,3,2.0,576.0,845.0
301600,5,2,3086,3,3.0,1200.0,666.0
109000,5,2,1034,2,1.0,240.0,735.0
128500,4,2,1281,2,2.0,580.0,1151.0
64500,4,2,968,2,1.0,216.0,656.0
86000,5,2,691,4,1.0,216.0,691.0
172000,7,2,1651,2,1.0,276.0,725.0
120000,5,2,888,2,1.0,240.0,920.0
128500,6,2,952,2,1.0,288.0,952.0
135000,5,2,2080,1,2.0,504.0,1040.0
122900,5,2,924,2,2.0,576.0,672.0
119200,6,2,1082,2,1.0,240.0,1082.0
143000,6,2,1846,2,1.0,315.0,1040.0
119000,5,2,988,2,1.0,276.0,876.0
102000,5,2,1238,2,1.0,357.0,864.0
129000,5,2,864,3,2.0,720.0,864.0
135000,5,2,1134,2,1.0,254.0,1010.0
140000,5,2,1170,2,1.0,338.0,1170.0
152000,5,2,1242,2,1.0,324.0,1242.0
156500,5,2,1377,2,1.0,351.0,1377.0
99000,5,2,925,2,1.0,300.0,0.0
187000,6,2,1851,3,2.0,440.0,822.0
169500,5,2,1812,2,1.0,264.0,864.0
125500,5,2,864,2,1.0,294.0,864.0
130000,5,2,936,2,1.0,288.0,896.0
103000,5,3,960,2,2.0,576.0,850.0
132000,5,2,1432,2,2.0,360.0,264.0
127500,6,2,1296,2,2.0,576.0,845.0
89500,5,2,1022,1,1.0,184.0,1022.0
140000,5,2,936,2,2.0,672.0,936.0
99900,5,2,967,2,1.0,180.0,967.0
100000,4,2,1047,2,1.0,273.0,641.0
130000,5,2,1072,2,2.0,379.0,808.0
135000,5,2,1174,3,2.0,576.0,680.0
120000,3,2,1183,2,1.0,308.0,649.0
89471,4,2,1131,2,2.0,672.0,907.0
85000,4,2,1141,2,1.0,252.0,570.0
108500,4,2,960,1,1.0,308.0,960.0
137000,4,2,1798,2,2.0,342.0,1075.0
100000,5,3,968,2,2.0,480.0,968.0
145000,6,2,1642,2,1.0,374.0,728.0
125000,5,2,1472,3,1.0,250.0,702.0
114000,5,2,1232,2,2.0,480.0,616.0
90000,5,2,2337,2,2.0,560.0,662.0
144100,6,2,1650,2,2.0,468.0,926.0
117500,6,2,2210,1,1.0,205.0,1008.0
124500,5,2,1358,3,1.0,336.0,687.0
185000,7,2,2454,2,2.0,576.0,819.0
133900,6,2,2291,2,2.0,506.0,1214.0
152000,6,2,1616,3,1.0,216.0,1149.0
153500,5,2,1559,2,2.0,812.0,1559.0
159500,7,2,2554,2,2.0,704.0,718.0
87000,5,2,1248,2,1.0,160.0,912.0
104500,4,2,968,2,1.0,331.0,0.0
110000,4,2,1382,2,1.0,384.0,0.0
136500,5,2,1060,2,1.0,308.0,756.0
128250,5,2,1435,2,1.0,308.0,910.0
144000,5,2,1167,2,2.0,495.0,915.0
210000,6,2,1635,2,2.0,440.0,1065.0
135000,5,2,1274,2,1.0,224.0,728.0
128000,6,2,1232,2,1.0,217.0,600.0
131000,6,2,1218,2,2.0,440.0,735.0
113000,5,3,884,2,1.0,240.0,884.0
132000,5,2,1322,2,1.0,280.0,672.0
131750,5,2,1426,2,1.0,230.0,966.0
132500,5,2,1281,3,2.0,379.0,756.0
137500,5,2,1513,2,1.0,180.0,939.0
132000,7,2,854,2,2.0,576.0,832.0
127500,6,2,1367,2,1.0,560.0,884.0
102000,6,2,986,2,1.0,180.0,960.0
200000,6,2,2264,2,1.0,408.0,1100.0
180500,6,2,1824,2,2.0,520.0,764.0
165000,6,2,1376,3,2.0,576.0,768.0
90000,5,2,1316,2,2.0,576.0,750.0
153575,6,2,1396,2,1.0,384.0,698.0
136000,6,2,2526,3,1.0,216.0,714.0
113000,5,2,1173,2,1.0,240.0,592.0
117000,5,2,1214,2,1.0,216.0,969.0
139400,7,2,1108,3,1.0,280.0,637.0
202500,6,2,2294,2,2.0,658.0,741.0
141000,6,2,1375,3,1.0,544.0,780.0
212300,7,2,1952,3,1.0,299.0,976.0
161000,6,2,2180,2,2.0,720.0,1138.0
99500,4,2,1315,2,2.0,436.0,808.0
101000,5,2,1111,1,1.0,288.0,530.0
109900,4,2,1196,2,2.0,440.0,1196.0
122000,7,1,1889,2,1.0,308.0,925.0
50000,4,1,1484,2,1.0,264.0,771.0
219000,7,2,2267,2,2.0,498.0,1005.0
126000,5,2,1134,2,1.0,240.0,756.0
108500,5,2,1282,2,1.0,240.0,672.0
130000,5,2,999,2,1.0,308.0,925.0
158450,5,2,1452,2,2.0,572.0,1420.0
115400,4,2,1005,2,2.0,440.0,1005.0
118500,4,2,1029,2,1.0,261.0,1029.0
165000,5,3,1020,2,2.0,528.0,980.0
129000,6,2,913,2,1.0,240.0,814.0
125000,5,2,894,2,1.0,384.0,894.0
119900,5,2,868,2,2.0,576.0,768.0
115000,5,2,897,2,1.0,264.0,876.0
127000,5,2,955,2,1.0,386.0,955.0
129000,5,2,894,2,2.0,450.0,894.0
143500,6,2,1285,2,2.0,528.0,660.0
187000,5,2,1375,2,1.0,323.0,1240.0
158000,5,2,2654,2,2.0,638.0,671.0
165250,7,2,1302,3,1.0,224.0,680.0
150000,6,2,1299,3,2.0,494.0,967.0
137000,5,2,1176,2,1.0,303.0,1158.0
211000,6,3,2060,2,2.0,521.0,1151.0
109900,4,2,1242,2,1.0,336.0,484.0
255000,6,2,2422,3,2.0,527.0,1288.0
243000,6,2,2158,3,2.0,576.0,1202.0
154000,6,2,1626,3,1.0,332.0,988.0
118000,5,2,864,2,1.0,399.0,864.0
130000,5,3,1038,2,1.0,264.0,1038.0
125000,5,2,1342,2,1.0,256.0,1342.0
136500,5,2,1480,2,1.0,253.0,1080.0
96000,4,1,1362,2,1.0,280.0,951.0
120000,5,2,1340,2,1.0,252.0,0.0
228500,6,2,1822,3,2.0,515.0,1105.0
179900,7,3,1442,3,2.0,719.0,910.0
225000,7,3,2243,3,3.0,746.0,700.0
301000,7,3,2730,3,2.0,576.0,1502.0
238000,7,3,2127,3,3.0,833.0,1104.0
228500,7,3,1982,3,2.0,575.0,807.0
220000,7,3,1958,3,2.0,499.0,779.0
383970,7,3,2696,4,3.0,792.0,1264.0
424870,8,3,2828,3,3.0,1052.0,1466.0
250000,8,3,1651,3,3.0,870.0,1643.0
360000,8,3,2140,3,3.0,894.0,2140.0
279500,7,3,1494,3,3.0,840.0,1494.0
200141,7,3,1316,3,2.0,440.0,1316.0
246500,8,3,1651,3,3.0,870.0,1643.0
276000,8,3,2574,4,3.0,868.0,1482.0
203000,7,3,1274,3,2.0,508.0,1274.0
155835,7,3,1456,3,2.0,440.0,728.0
194000,7,3,1240,3,3.0,826.0,1240.0
195400,7,3,1208,3,2.0,628.0,1208.0
217000,7,3,1546,3,3.0,796.0,1546.0
212999,8,3,1500,3,2.0,674.0,1489.0
175900,7,3,1270,3,2.0,524.0,1270.0
191000,7,3,1795,3,2.0,578.0,879.0
176432,6,3,1314,3,2.0,440.0,1314.0
279000,8,3,1743,3,2.0,529.0,966.0
126000,5,2,990,2,1.0,299.0,990.0
177500,6,3,1200,3,2.0,521.0,1200.0
175000,6,2,1308,3,2.0,497.0,635.0
146000,5,2,990,2,1.0,384.0,990.0
147900,5,2,1097,2,1.0,242.0,1097.0
204750,6,2,1786,3,2.0,684.0,824.0
235500,7,3,1873,3,2.0,597.0,988.0
217000,7,3,1753,2,2.0,534.0,853.0
190550,7,3,1690,3,2.0,517.0,845.0
226000,7,3,1479,3,2.0,558.0,1453.0
180000,7,3,1668,3,2.0,500.0,840.0
131000,5,2,894,2,2.0,440.0,864.0
153500,5,2,1025,2,2.0,370.0,1015.0
160000,5,2,1009,2,2.0,576.0,995.0
134900,5,2,1040,2,2.0,748.0,1040.0
130000,5,2,907,2,1.0,308.0,876.0
120000,5,2,879,2,2.0,440.0,864.0
112500,5,2,882,2,2.0,461.0,882.0
122000,5,2,969,2,2.0,440.0,969.0
127000,5,2,864,4,2.0,576.0,864.0
117000,4,2,875,3,2.0,728.0,385.0
305900,8,3,2000,3,3.0,888.0,2000.0
192000,7,3,1459,3,2.0,527.0,1459.0
213000,7,3,1932,3,2.0,610.0,979.0
200000,7,3,1729,3,2.0,542.0,860.0
267000,8,3,2452,3,2.0,683.0,1028.0
228000,8,3,1592,3,2.0,484.0,1556.0
285000,9,3,1668,3,3.0,702.0,1626.0
240000,8,3,2090,3,2.0,556.0,1220.0
131500,6,3,848,3,2.0,420.0,848.0
246900,8,3,1341,3,2.0,482.0,1341.0
219500,7,3,1928,3,2.0,434.0,847.0
185000,7,3,1337,3,2.0,531.0,1337.0
179400,7,3,1476,3,2.0,552.0,738.0
213500,7,3,1797,3,2.0,639.0,939.0
179600,7,3,1422,3,2.0,626.0,1422.0
173500,7,3,1190,3,2.0,578.0,1169.0
167840,6,3,1330,3,2.0,437.0,1330.0
168675,7,3,1491,3,2.0,484.0,738.0
167000,5,3,1536,3,2.0,400.0,768.0
140000,5,2,1214,2,2.0,461.0,1214.0
118500,5,2,936,2,1.0,384.0,936.0
110000,4,2,1088,2,2.0,520.0,1088.0
94750,4,2,960,2,1.0,432.0,960.0
122000,5,2,1351,2,2.0,576.0,901.0
110000,6,2,1179,2,2.0,622.0,1179.0
133500,6,2,1044,2,2.0,528.0,960.0
155000,5,2,1125,2,2.0,430.0,1125.0
157000,5,2,1090,2,2.0,450.0,1090.0
171500,5,2,1408,2,2.0,489.0,734.0
183850,10,4,5095,4,3.0,1154.0,5095.0
184750,10,4,4676,4,3.0,884.0,3138.0
140000,6,2,1072,3,2.0,525.0,547.0
131750,5,2,960,1,1.0,392.0,960.0
111000,4,2,948,2,1.0,248.0,864.0
108500,6,2,865,2,1.0,216.0,660.0
110000,4,2,894,2,2.0,400.0,894.0
112000,4,2,1346,2,1.0,384.0,560.0
125000,4,2,768,2,1.0,355.0,768.0
79275,4,2,864,2,2.0,528.0,864.0
119000,4,2,948,2,1.0,280.0,948.0
165000,6,2,1502,3,1.0,180.0,602.0
96500,5,2,789,2,1.0,200.0,768.0
136500,5,2,1422,2,1.0,352.0,1290.0
146500,6,2,1298,2,1.0,240.0,651.0
175000,5,2,1768,3,1.0,240.0,731.0
148500,7,2,1098,2,1.0,216.0,531.0
141500,6,2,1436,2,1.0,228.0,585.0
189950,7,3,1426,3,1.0,216.0,912.0
135000,6,2,1461,2,1.0,225.0,686.0
164000,7,2,1646,2,1.0,240.0,918.0
90350,5,2,694,3,1.0,352.0,440.0
139000,5,2,1250,2,2.0,552.0,661.0
